ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,PHOSPHORUS,FRACROTBOND,CHIRALCENTERS,HALOGEN
10367.0,S(=O)(=O)(Oc1cc(O)c2C(=O)C(OS(=O)(=O)O)=C(c3cc(O)c(OC)cc3)Oc2c1)O,NAPROC-13,11,4,1.243,207.10001,476.39301,0.0625,31,3,15,6,0,0,2,1,3,0,12,0,0,0,0,0,0,13,0,0.18181819,0,0
10368.0,S(=O)(=O)(Oc1c(OC)ccc(C2=C(OS(=O)(=O)O)C(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)c1)O,NAPROC-13,13,4,0.71899998,250.47,556.45697,0.0625,35,3,19,8,0,0,2,1,3,0,12,0,0,0,0,0,0,16,0,0.21621622,0,0
10369.0,S(=O)(=O)(Oc1cc(O)c2C(=O)C(OS(=O)(=O)O)=C(c3ccc(OS(=O)(=O)O)cc3)Oc2c1)O,NAPROC-13,12,4,0.71039999,241.24001,526.43103,0.0,33,3,18,7,0,0,2,1,3,0,12,0,0,0,0,0,0,15,0,0.2,0,0
10370.0,S(=O)(=O)(Oc1c(O)cc(C2=C(OS(=O)(=O)O)C(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)cc1)O,NAPROC-13,13,5,0.41600001,261.47,542.42999,0.0,34,3,19,7,0,0,2,1,3,0,12,0,0,0,0,0,0,16,0,0.19444445,0,0
10371.0,S(=O)(=O)(Oc1c(O)ccc(C2=C(OS(=O)(=O)O)C(=O)c3c(O)cc(OS(=O)(=O)O)cc3O2)c1)O,NAPROC-13,13,5,0.41600001,261.47,542.42999,0.0,34,3,19,7,0,0,2,1,3,0,12,0,0,0,0,0,0,16,0,0.19444445,0,0
10372.0,S(=O)(=O)(OC1=C(c2ccc(OC)cc2)Oc2c(c(O)cc(OC)c2)C1=O)O,NAPROC-13,8,2,2.3643999,132.5,394.35699,0.11764706,27,3,10,5,0,0,2,1,3,0,12,0,0,0,0,0,0,9,0,0.1724138,0,0
10373.0,O(C)c1c(CC=C(C)C)c2OC(c3c(C(C=C)(C)C)cc(OC)c4OC(C)(C)C=Cc34)=C(OC)C(=O)c2c(O)c1,NAPROC-13,7,1,7.3478999,87.360001,546.65997,0.36363637,40,4,7,8,0,1,2,1,3,0,12,0,0,0,0,0,0,7,0,0.18604651,0,0
10374.0,O(C)c1c(CC=C(C)C)c(c(C(C=C)(C)C)cc1OC)C1=C(OC)C(=O)c2c(O)cc(OC)c(CC=C(C)C)c2O1,NAPROC-13,7,1,7.6810002,87.360001,562.703,0.38235295,41,3,7,11,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0,0.25581396,0,0
10375.0,S(=O)(=O)(Oc1cc(O)c2C(=O)C=C(c3ccc(O)cc3)Oc2c1)O,NAPROC-13,7,3,2.0527999,134.27,350.30399,0.0,24,3,9,3,0,0,2,1,3,0,12,0,0,0,0,0,0,8,0,0.11538462,0,0
10376.0,S(=O)(=O)(Oc1cc(O)c2C(=O)C=C(c3cc(O)c(O)cc3)Oc2c1)O,NAPROC-13,8,4,1.7584,154.5,366.30301,0.0,25,3,10,3,0,0,2,1,3,0,12,0,0,0,0,0,0,9,0,0.11111111,0,0
