ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
UNPD_subset_A_3122,Oc1c(C=CC(=CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C)C)C)C)C)c(C)c(O)c2c1cccc2,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4350>,c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238d9a0>
UNPD_subset_A_3123,O[C@@]([C@@](N(C)C)Cc1ccc(O)cc1)CCC=C[C@@](C[C@@](CC)C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd43c0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238da10>
UNPD_subset_A_3124,C(=C\C/C=C\C/C=C\CCCCCCCCCCC)\C=C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4430>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238da80>
UNPD_subset_A_3125,O(C(=C)c1c(O)c2c(O)c3c(O)cc(O)cc3c(O)c2cc1O)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd44a0>,c1ccc2cc3ccccc3cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238daf0>
UNPD_subset_A_3126,O=C(OC)CCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4510>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238db60>
UNPD_subset_A_3127,O=C(OC)C(OC(=O)C)CCCCCCCCCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4580>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238dbd0>
UNPD_subset_A_3128,Brc1c(OC)c(C(=O)OCC)c(O)c(O)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd45f0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238dc40>
UNPD_subset_A_3129,O=C1N(C)C(=O)C=2N(C)C(=O)NC=2N1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4660>,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a508238dcb0>
UNPD_subset_A_3130,O(c1c(O)cc(Oc2c(O)cc(Oc3c(O)cc(O)cc3O)cc2O)cc1O)c1c(Oc2cc(O)c(Oc3cc(O)c(O)c(O)c3)c(O)c2)c(O)c(O)c(O)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd46d0>,c1ccc(Oc2ccc(Oc3ccc(Oc4ccccc4Oc4ccc(Oc5ccccc5)cc4)cc3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238dd20>
UNPD_subset_A_3131,O(C)c1cc2n3C(=O)C(OC)=Cc4nccc(c34)c2cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4740>,O=c1ccc2nccc3c4ccccc4n1c23,<rdkit.Chem.rdchem.Mol object at 0x7a508238dd90>
UNPD_subset_A_3132,Clc1c(Oc2c(Cl)c(O)cc(C)c2Cl)c(Cl)c(C)cc1O,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd47b0>,c1ccc(Oc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238de00>
UNPD_subset_A_3133,O=C(O)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C(=O)O)\C)\C)/C)/C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4820>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238de70>
UNPD_subset_A_3134,O=C(O)C=1Nc2c(O)ccc(O)c2C(=O)C=1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4890>,O=c1cc[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7a508238dee0>
UNPD_subset_A_3135,O=C(C)c1cc(/C=C/C(O)(C)C)c(OC)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4900>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238df50>
UNPD_subset_A_3136,O(C)c1c(C)cc2[C@](O)(C(C)C)C(=O)C(=O)[C@](O)(C)c2c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4970>,O=C1Cc2ccccc2CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7a508238dfc0>
UNPD_subset_A_3137,O=C(OC)c1cc([C@@](N)C)cnc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd49e0>,c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e030>
UNPD_subset_A_3138,S(C(SC)[C@](O)[C@@](O)[C@@](O)[C@](O)[C@](NC(=O)c1ccccc1)[C@](O)C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4a50>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e0a0>
UNPD_subset_A_3139,O=C(Oc1ccc(C=O)cc1)CCc1ccccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4ac0>,O=C(CCc1ccccc1)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e110>
UNPD_subset_A_3140,O=C(OC)c1cc(OC)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4b30>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e180>
UNPD_subset_A_3141,Oc1cc(CCCCCCCCCCC)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4ba0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e1f0>
UNPD_subset_A_3142,C(=CCc1c2c([nH]c1)ccc(CC=C(C)C)c2)(C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4c10>,c1ccc2[nH]ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e260>
UNPD_subset_A_3143,C(=C\C)(\CC)/C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4c80>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e2d0>
UNPD_subset_A_3144,O=C(OC(COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC)CCCCCCCCC/C=C\CCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4cf0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e340>
UNPD_subset_A_3145,O=C(O)c1ccc(C)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4d60>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e3b0>
UNPD_subset_A_3146,O=Cc1cc(O)c2c(O)c3c(O)cc(O)c(O)c3c(O)c2c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4dd0>,c1ccc2cc3ccccc3cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e420>
UNPD_subset_A_3147,O[C@@](CC/C=C/c1ccccc1)CCc1cc(O)c(O)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4e40>,[CH](CC/C=C/c1ccccc1)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e490>
UNPD_subset_A_3148,O=CCCCCCCCCCCCCCC=C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4eb0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e500>
UNPD_subset_A_3149,O(C)c1c(O)c(O)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4f20>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e570>
UNPD_subset_A_3150,O=C(O)c1cc(C/C=C(/CCC=C(C)C)\C)c(O)c(C/C=C(/CCC=C(C)C)\C)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd4f90>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e5e0>
UNPD_subset_A_3151,O=C(OC)CCCCCC=CCCC(=O)CCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5000>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e650>
UNPD_subset_A_3152,O=C1N2C(=Nc3c(O)cccc13)c1[nH]c3c(c1C=C2)cccc3,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5070>,O=c1c2ccccc2nc2c3[nH]c4ccccc4c3ccn12,<rdkit.Chem.rdchem.Mol object at 0x7a508238e6c0>
UNPD_subset_A_3153,O(C)c1ccc([C@](O)[C@@](O)C)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd50e0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e730>
UNPD_subset_A_3154,O[C@](C[C@@](O)CC/C=C/C)CCO,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5150>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e7a0>
UNPD_subset_A_3155,O[C@@]([C@](N(C)C)C)c1ccccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd51c0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e810>
UNPD_subset_A_3156,O=C(OC[C@@](Oc1c(OC)cc(/C=C/C)cc1OC)[C@@](O)c1cc(OC)c(OC)c(OC)c1)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5230>,[CH]([CH]c1ccccc1)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238e880>
UNPD_subset_A_3157,SCC(N)C(=O)OC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd52a0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e8f0>
UNPD_subset_A_3158,O([C@](O)CO)CCCCCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5310>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e960>
UNPD_subset_A_3159,O=C(O)C(N)C[C@@](C#C)CO,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5380>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238e9d0>
UNPD_subset_A_3160,S(SSCCC(=O)CCCCCCCC)SCCC(=O)CCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd53f0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ea40>
UNPD_subset_A_3161,Oc1c(CC=C(C)C)cc(C=C)cc1CC=C(C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5460>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238eab0>
UNPD_subset_A_3163,O=C1N(O)C(C(C)C)=CN=C1C(CC)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd54d0>,O=c1cncc[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a508238eb20>
UNPD_subset_A_3164,O=C(O)CCCCCCC/C=C\CC#C/C=C\CCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5540>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238eb90>
UNPD_subset_A_3165,OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd55b0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ec00>
UNPD_subset_A_3166,O=C(OC)c1c(O)c(C/C=C(/CCC=C(C)C)\C)c(OC)cc1O,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5620>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238ec70>
UNPD_subset_A_3167,O=Cc1[nH]c(CCCCCCCCCCCCCCC/C=C\C/C=C\CCCCC)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5690>,c1cc[nH]c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238ece0>
UNPD_subset_A_3168,O=C(/C(=C/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=O)\C)/C)/C)/C)CCC(OC)(C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5700>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ed50>
UNPD_subset_A_3169,S(=O)(=O)(N(CCCC(=O)O)C)c1ccccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5770>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238edc0>
UNPD_subset_A_3170,O(C)c1c(C)c(O)cc(CCCCCCCCCCCCCCCCCCCCC)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd57e0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238ee30>
UNPD_subset_A_3171,O=C(OCCCCCCCC/C=C/C/C=C/CCCCC)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5850>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238eea0>
UNPD_subset_A_3172,O=C(N(C(C)C)C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd58c0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ef10>
UNPD_subset_A_3173,O=C(O)C(N(C(=N)N)CCCC(N)C(=O)O)CC(=O)O,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5930>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ef80>
UNPD_subset_A_3174,OCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd59a0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238eff0>
UNPD_subset_A_3175,O(C)c1c(/C=C/C#N)cccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5a10>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f060>
UNPD_subset_A_3176,O=C(CCCN)c1ncccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5a80>,c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f0d0>
UNPD_subset_A_3177,N=C1NC(=N)c2[nH]cnc2N1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5af0>,N=c1[nH]c(=N)c2[nH]cnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f140>
UNPD_subset_A_3178,O=C(NCc1cc(OC)ccc1)CCCCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5b60>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f1b0>
UNPD_subset_A_3179,O=C(CCC=Cc1ccccc1)CCc1ccccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5bd0>,O=C(CCC=Cc1ccccc1)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f220>
UNPD_subset_A_3180,O=C(C)n1c(C=O)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5c40>,c1cc[nH]c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f290>
UNPD_subset_A_3181,Brc1c(OCCCN)c(Br)cc(CCNC)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5cb0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f300>
UNPD_subset_A_3182,Oc1c(O)ccc(CCNC(=N)N)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5d20>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f370>
UNPD_subset_A_3183,O=C(OC)C(CC[C@](CCCCCCC)C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5d90>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238f3e0>
UNPD_subset_A_3184,O=C(N)CC1(O)C=CC(=O)C=C1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5e00>,O=C1C=CCC=C1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f450>
UNPD_subset_A_3185,Clc1c(OC)c(Cl)cc([C@@](O)[C@@](O)C)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5e70>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f4c0>
UNPD_subset_A_3186,O=C(O[C@](/C=C(/CCC=C(C)C)\C)C[C@@](O)(C=C)C)CC(C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5ee0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238f530>
UNPD_subset_A_3187,O=C(OC)c1c(O)c(OC)c(OC)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5f50>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f5a0>
UNPD_subset_A_3188,O(C)c1c(OC)c2C(=O)c3c(N(C)c2cc1O)cccc3,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd5fc0>,O=c1c2ccccc2[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7a508238f610>
UNPD_subset_A_3189,C(CCCCC)CCCCc1cc2c(cc1)cccc2,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6030>,c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f680>
UNPD_subset_A_3190,O=C(C)c1c(O)c(C)c(O)c(C)c1O,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd60a0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f6f0>
UNPD_subset_A_3191,O=C1C(C)=C(C)C=C1C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6110>,O=C1C=CC=C1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f760>
UNPD_subset_A_3192,O=C(C(O)O)CCCCCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6180>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238f7d0>
UNPD_subset_A_3193,Clc1c2[nH]cc(-c3c(c(C(=O)O)[nH]c3C(=O)O)-c3c4c(c(Cl)ccc4)[nH]c3)c2ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd61f0>,c1ccc2c(-c3c[nH]cc3-c3c[nH]c4ccccc34)c[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f840>
UNPD_subset_A_3194,Clc1c(OC)c(Cl)c(C)c(Cl)c1O,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6260>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f8b0>
UNPD_subset_A_3195,O=C(O)CCC/C=C\CC/C=C\CCCCCCCCCCCCCCC[C@](CC)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd62d0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238f920>
UNPD_subset_A_3196,O(C)c1c(O)c(C)c(OC)c(O)c1CCC=CCCCCCCCCC,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6340>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238f990>
UNPD_subset_A_3197,O(C)c1c(O)cc(C)c(O)c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd63b0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fa00>
UNPD_subset_A_3198,O=C(OC)CCCCCCC/C=C/COC(=O)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6420>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238fa70>
UNPD_subset_A_3199,O(c1c(C)c(O)c2C(=O)c3c(C(=O)c2c1)cccc3)c1c(C)cc2C(=O)c3c(C(=O)c2c1)cccc3,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6490>,O=C1c2ccccc2C(=O)c2cc(Oc3ccc4c(c3)C(=O)c3ccccc3C4=O)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7a508238fae0>
UNPD_subset_A_3200,O[C@@](CC[C@@](O)C)Cc1cc(O)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6500>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fb50>
UNPD_subset_A_3201,[S@@](=O)(CCCN)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6570>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238fbc0>
UNPD_subset_A_3202,O(C)c1c(OC)c(CCCCCCCCCCCCCCC)ccc1[C@@](CCCCCCCCCCCCCc1c(OC)c(OC)ccc1)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd65e0>,[CH](CCCCCCCCCCCCCc1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fc30>
UNPD_subset_A_3203,O=C(OC)CCCCCCCCC(=O)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6650>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238fca0>
UNPD_subset_A_3204,O=C(c1c(OC)cc(OC)cc1O)c1cc(O)c(OC)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd66c0>,O=C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fd10>
UNPD_subset_A_3205,C(C)(C)c1cc(C)ccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6730>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fd80>
UNPD_subset_A_3206,O[C@](C#Cc1c(O)ccc(CO)c1)(CO)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd67a0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fdf0>
UNPD_subset_A_3207,O=C(C)c1nc(C(O)O)cc2c1[nH]c1c2cccc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6810>,c1ccc2c(c1)[nH]c1cnccc12,<rdkit.Chem.rdchem.Mol object at 0x7a508238fe60>
UNPD_subset_A_3208,O=C(NCCCCNC(=O)c1c(C(O)NCCc2ccc(O)cc2)c(-c2cc(O)c(O)cc2)c2c(OC)c(O)c(OC)cc2c1)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6880>,c1ccc(CCNCc2ccc3ccccc3c2-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a508238fed0>
UNPD_subset_A_3209,O=C(O)/C=C/C(=N)N,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd68f0>,,<rdkit.Chem.rdchem.Mol object at 0x7a508238ff40>
UNPD_subset_A_3210,O=Cc1c(O)cc2c(C)cc(OC)c(C(C)C)c2c1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6960>,c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a5082390040>
UNPD_subset_A_3211,O=C1C(C(C)C)=C(O)c2c(O)c3c(O)cc(O)c4c5c(O)c(C)c(O)c6C(=O)c7c(O)c(C(C)C)c(O)c8c7c(c(c34)c2c18)c56,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd69d0>,O=c1c2cccc3c4cccc5cc6ccc(=O)c7c8cccc1c8c(c23)c(c54)c67,<rdkit.Chem.rdchem.Mol object at 0x7a50823900b0>
UNPD_subset_A_3212,O=C(NC[C@](O)CC(=O)OC)C([C@@](OC(=O)C)[C@](OC(=O)CCCCCCCCCCC)C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6a40>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082390120>
UNPD_subset_A_3213,O=C(OC)CCCCCCCC#CC#CC#CCCC=C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6ab0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082390190>
UNPD_subset_A_3214,N=C1NC=Nc2n(Cc3nc4c(c5c3[nH]cc5)cccc4)cnc12,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6b20>,N=c1[nH]cnc2c1ncn2Cc1nc2ccccc2c2cc[nH]c12,<rdkit.Chem.rdchem.Mol object at 0x7a5082390200>
UNPD_subset_A_3215,O(Cc1cc2c(n(OC)c3c2cccc3)cc1)Cc1cc2c(n(OC)c3c2cccc3)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6b90>,c1ccc2c(c1)[nH]c1ccc(COCc3ccc4[nH]c5ccccc5c4c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082390270>
UNPD_subset_A_3216,O=C(O)C(N)c1ccc(O)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6c00>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50823902e0>
UNPD_subset_A_3217,O=C1N(C)[C@]2(Cc3ccccc3)C(=O)N(C)[C@]1(CO)SSSS2,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6c70>,O=C1N[C@@]2(Cc3ccccc3)SSSSC1NC2=O,<rdkit.Chem.rdchem.Mol object at 0x7a5082390350>
UNPD_subset_A_3218,O=C(/C=C/c1ccccc1)c1c(OC)cc(OC)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6ce0>,O=C(/C=C/c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50823903c0>
UNPD_subset_A_3219,O=C(c1c(-c2cc(OC)c(O)cc2)c2C(=O)NC(=O)Nc2[nH]1)c1ccc(O)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6d50>,O=C(c1ccccc1)c1[nH]c2[nH]c(=O)[nH]c(=O)c2c1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082390430>
UNPD_subset_A_3220,O=C(OCCc1ccccc1)C=Cc1ccc(O)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6dc0>,O=C(C=Cc1ccccc1)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50823904a0>
UNPD_subset_A_3221,O=C(OC[C@@](O)COCCC/C=C/C=C/C=C/CCC)c1ccc(O)cc1,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6e30>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082390510>
UNPD_subset_A_3222,O=C(OC[C@](O)COC(=O)C)C(C)C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6ea0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082390580>
UNPD_subset_A_3223,O=C1N(O)[C@@](O)(Cc2ccccc2)C(=O)N=C1C,UNPD-A,<rdkit.Chem.rdchem.Mol object at 0x7a5082fd6f10>,O=C1C=NC(=O)C(Cc2ccccc2)N1,<rdkit.Chem.rdchem.Mol object at 0x7a50823905f0>
