ID,Solvent,SMILES,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,a_acid,a_aro,a_base,a_nBr,a_nCl,a_nF,a_nI,a_nN,a_nO,a_nP,b_rotR,chiral
22304,P,O=C(O[C@](C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1)(C)C)CC[C@@](C)[C@@]1[C@]2(C)[C@](C)([C@]3[C@@]4([C@@]5([C@]([C@](CO)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](CO)O6)CC5)CC3)C4)CC2)C[C@@]1O)C,16,10,0.49689999,265.51999,859.06,0.97727275,60,7,16,13,5,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0.21212122,22
22307,P,O=C(O[C@](C(O[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)O1)(C)C)CC[C@@](C)[C@@]1[C@]2(C)[C@](C)([C@]3[C@@]4([C@@]5([C@]([C@](CO)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](CO)O6)CC5)CC3)C4)CC2)C[C@@]1O)C,21,13,-1.6789,344.67001,1021.201,0.98000002,71,8,21,16,5,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0.21794872,27
22310,P,O=C(O[C@](C(O[C@]1[C@](O)[C@@](O)[C@](O[C@]2[C@](O)[C@@](O)[C@](O)[C@@](CO)O2)[C@@](CO)O1)(C)C)CC[C@@](C)[C@@]1[C@]2(C)[C@](C)([C@]3[C@@]4([C@@]5([C@]([C@](CO)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](CO)O6)CC5)CC3)C4)CC2)C[C@@]1O)C,21,13,-1.6789,344.67001,1021.201,0.98000002,71,8,21,16,5,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0.21794872,27
22313,P,O=C(O[C@]1[C@@]2(C)[C@](C)([C@]3[C@]4([C@@]5([C@](C(C)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@](O)CO6)CC5)CC3)C4)C1)C[C@@]1O[C@@]3([C@](O)[C@@](C)[C@]21)[C@@](C(O)(C)C)O3)C,11,5,2.6630001,167.67,678.85999,0.97297299,48,8,11,4,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0.090909094,18
22316,P,O([C@]1[C@](O)[C@@](O)[C@](O)CO1)[C@@]1C(C)(C)[C@]2[C@@]3([C@]4(C([C@@]5(C)[C@@](C)([C@]6[C@](C)[C@@](O)[C@@]7([C@@](C(O)(C)C)O7)O[C@]6C5)CC4)=CC2)C3)CC1,9,5,3.0415001,141.37,618.80798,0.94285715,44,8,9,3,5,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0.05882353,16
22319,P,O=C(O[C@]1[C@@]2(C)[C@@](C)([C@@](O)[C@]34O[C@](C(O)(C)C)[C@@](O3)C[C@@](C)[C@]24)[C@]2[C@]3([C@@]4([C@](C(C)(C)[C@@](O)CC4)CC2)C3)C1)C,7,3,4.1996999,105.45,546.745,0.96875,39,7,7,2,5,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0.06666667,14
22322,P,O=C(O[C@]1[C@@]2(C)[C@@](C)([C@@](O)[C@]34O[C@](C(O)(C)C)[C@@](O3)C[C@@](C)[C@]24)[C@]2[C@]3([C@@]4([C@](C(C)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)CO5)CC4)CC2)C3)C1)C,11,5,2.6630001,164.37,678.85999,0.97297299,48,8,11,4,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0.090909094,18
22325,C,O[C@@]1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@@](C6CO[C@](C(C)C)(C)CC6)CC5)CC4)CC2)C3)CC1,2,1,7.6276999,29.459999,456.755,1,33,6,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.052631579,10
22328,C,O=C(O[C@@]1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@@](C6CO[C@](C(C)C)(C)CC6)CC5)CC4)CC2)C3)CC1)C,3,0,8.1984997,35.529999,498.79199,0.969697,36,6,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.097560972,10
22331,C,O=C1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@@](C6CO[C@](C(C)C)(C)CC6)CC5)CC4)CC2)C3)CC1,2,0,7.8358998,26.299999,454.73901,0.96774191,33,6,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.052631579,9
22334,P,ClC(C)(C)[C@]1O[C@]23[C@](O)[C@]4(C)[C@@](C)([C@]2[C@](C)C[C@@]1O3)CC[C@@]12[C@@]3([C@](C(C)(C)[C@@](O[C@]5[C@](O)[C@@](O)[C@](O)CO5)CC3)CC[C@@]41)C2,8,4,4.3678999,117.84,639.27002,1,44,8,9,3,5,3,0,0,0,0,0,0,0,1,0,0,0,8,0,0.05882353,17
22340,C,O=C(O[C@@]1[C@]2(O)[C@]3(O)[C@@](C)([C@@](CC(=O)OC)[C@@](C)([C@@]2OC(=O)C)C3)[C@]23OC4(C)O[C@]12[C@]12C(OC(=O)C)C(=O)O[C@@](c5cocc5)[C@@]1([C@@](OC(=O)C)[C@]3O4)C2)C(C)C,18,2,1.3124,239.09,802.77899,0.74358976,57,9,18,8,5,3,0,1,1,0,5,0,0,0,0,0,0,18,0,0.2,16
22343,C,O=C(O[C@@]1[C@]2(O)[C@]3(O)[C@@](C)([C@@](CC(=O)OC)[C@@](C)([C@@]2OC(=O)C)C3)[C@]23OC4(C)O[C@]12[C@]12C(OC(=O)C)C(=O)O[C@@](c5cocc5)[C@@]1([C@@](O)[C@]3O4)C2)C(C)C,17,3,0.74159998,233.02,760.742,0.75675678,54,9,17,7,5,3,0,1,1,0,5,0,0,0,0,0,0,17,0,0.17741935,16
22346,C,O=C(O[C@@]12[C@]3(O)[C@@](C)([C@@](CC(=O)OC)[C@@](C)([C@@]1OC(=O)C)C3)[C@@]13[C@](O)[C@](OC(=O)C)[C@@]45[C@](c6cocc6)OC(=O)[C@](OC(=O)C)[C@]4([C@@]41OC(C)(O3)O[C@]24)C5)C(C)C,18,2,1.3124,239.09,802.77899,0.74358976,57,9,18,8,5,3,0,1,1,0,5,0,0,0,0,0,0,18,0,0.2,16
22349,C,O=C(O[C@@]12[C@]3(O)[C@@](C)([C@@](C(OC(=O)C)C(=O)OC)[C@@](C)([C@@]1OC(=O)C)C3)[C@@]13[C@](O)[C@](OC(=O)C)[C@@]45[C@](c6cocc6)OC(=O)[C@](OC(=O)C(C)C)[C@]4([C@@]41OC(C)(O3)O[C@]24)C5)C(C)C,20,2,1.4901,265.39001,888.86902,0.74418604,63,9,20,10,5,3,0,1,1,0,5,0,0,0,0,0,0,20,0,0.22535211,17
22352,C,O=C(O[C@@]12[C@]3(O)[C@@](C)([C@@](C(OC(=O)C)C(=O)OC)[C@@](C)([C@@]1OC(=O)C)C3)[C@@]13[C@](O)[C@](O)[C@@]45[C@](c6cocc6)OC(=O)[C@](OC(=O)C(C)C)[C@]4([C@@]41OC(C)(O3)O[C@]24)C5)C(C)C,19,3,0.91930002,259.32001,846.83197,0.75609756,60,9,19,9,5,3,0,1,1,0,5,0,0,0,0,0,0,19,0,0.20588236,17
22355,C,O=C1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@@](C6[C@]7OC(C)(C)C(C7)CC6)CC5)CC4)CC2)C3)CC1O,3,1,6.5591002,46.529999,468.72198,0.96774191,34,7,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.025,11
22358,C,O=C(OC1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@@](C6[C@]7OC(C)(C)C(C7)CC6)CC5)CC4)CC2)C3)CC1=O)C,4,0,7.1299,52.599998,510.759,0.93939394,37,7,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.069767445,11
22361,C,O(C)c1c2c([nH]cc2)c2C(=O)C=3C(=NC(=O)C=CC=3)c2c1,4,1,2.1431,72.050003,278.267,0.0625,21,4,5,1,1,0,1,2,3,0,9,0,0,0,0,0,2,3,0,0.041666668,0
22364,P,O=C1O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)[C@](C)C1,8,4,2.7820001,125.68,548.71698,0.96774191,39,7,8,2,5,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0.044444446,15
22367,P,O(C)[C@@]1O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)[C@](C)C1,8,4,3.2279,117.84,564.76001,1,40,7,8,3,5,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0.065217391,16
22370,P,O([C@]1[C@](O)[C@@](O)[C@](O)CO1)[C@@]1C(C)(C)[C@@]2[C@@](O)C[C@]3[C@@]4(C)[C@@](C)([C@]5[C@](C)C[C@]6(O[C@](O)[C@]7(C)O[C@]67)O[C@]5C4)CC[C@]43[C@@]2(C4)CC1,10,5,2.4577999,150.60001,634.80701,1,45,9,10,2,5,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0.03773585,19
22373,C,O(C([C@@](O)CC[C@@](C)[C@@]1[C@]2(C)[C@](C)([C@]3C(=CC2)C[C@@]24[C@@](O)C[C@@](O)C(C)(C)[C@@]2C[C@]3O4)CC1)(C)C)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,10,7,2.4268999,169.3,652.86603,0.94444442,46,6,10,8,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0.15686275,16
22376,C,O=C1[C@]23[C@]4([C@]([C@@]5(C)[C@@](C)([C@@]([C@@](CC[C@](O)C(O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](CO)O6)(C)C)C)CC5)CC4)[C@@](O)C[C@]2C(C)(C)[C@](O)C1)C3,10,7,2.3085001,177.14,652.86603,0.97222221,46,6,10,8,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.15686275,16
22379,C,O=C1[C@@]23[C@]4(C(=O)C[C@@](O)C(C)(C)[C@@]4CC[C@]2[C@@]2(C)[C@@](C)([C@@]([C@@](CC[C@](O)C(O[C@]4[C@](O)[C@@](O)[C@](O)[C@@](CO)O4)(C)C)C)CC2)C1)C3,10,6,2.5167,173.98,650.84998,0.94444442,46,6,10,8,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.15686275,15
22382,C,O=C1[C@]23[C@]4([C@]([C@@]5(C)[C@@](C)([C@@]([C@@](CC[C@](O)C(O[C@]6[C@](O)[C@@](O)[C@](O)[C@@](CO)O6)(C)C)C)CC5)CC4)[C@@](O)C[C@]2C(C)(C)C=C1)C3,9,6,3.1136999,156.91,634.85101,0.91666669,45,6,9,8,5,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.16,15
22385,C,O=C1C=CC(C)(C)[C@]2C1CC=1[C@]([C@@]3(C)[C@@](C)([C@@]([C@@](CC[C@](O)C(O)(C)C)C)CC3)CC=1)[C@@](O)C2,4,3,5.4555998,77.760002,472.70999,0.83333331,34,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.13513513,9
22391,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C[C@]2(C)[C@]1(C)CC=C1[C@]2CCC=2C(C)(C)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)CO3)C[C@](O)C=2C1,9,5,3.3861001,153.75,618.80798,0.82857144,44,5,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14583333,11
22394,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C[C@]2(C)[C@]1(C)CC=C1[C@](O)[C@@]3[C@](C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC3)CC[C@@]21,9,5,3.3218999,153.75,620.82397,0.88571429,44,5,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14583333,13
22397,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C(O)[C@]2(C)[C@]1(C)CC=C1[C@](O)[C@@]3[C@](C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC3)CC[C@@]21,10,6,2.2927001,173.98,636.823,0.88571429,45,5,10,7,4,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.14285715,14
22400,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C[C@]2(C)[C@]1(C)CC=C1[C@]2CC[C@]2C(C)(C)[C@@](O[C@]3[C@](O)[C@@](O)[C@@](O)CO3)CC[C@]2(O)C1,9,5,3.4660001,153.75,620.82397,0.88571429,44,5,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14583333,12
22403,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C(O)[C@]2(C)[C@]1(C)CC=C1[C@](O)C3=C(C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC3)[C@](O)C[C@@]21,11,7,1.3277,194.21001,650.80603,0.82857144,46,5,11,7,4,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0.14,13
22406,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C(O)[C@]2(C)[C@]1(C)CC=C1C=C3[C@](C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC3)CC[C@@]21,9,5,3.2420001,153.75,618.80798,0.82857144,44,5,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14583333,12
22409,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C(O)[C@]2(C)[C@]1(C)CC=C1C=C3C(C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC3)=CC[C@@]21,9,5,3.1621001,153.75,616.79199,0.77142859,44,5,9,7,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14583333,11
22412,C,O(C[C@](O)[C@@](O)[C@](O)CCCCCCCCCCCCCC)[C@]1[C@](O)[C@](O)[C@@](O)[C@](C)O1,8,6,2.0044,139.84,464.64001,1,32,1,8,18,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0.5625,8
22415,C,OC(C)(C)[C@@]1C[C@]2(O)[C@](C)([C@](O)CC[C@]2C)CC1,3,3,2.0855999,60.689999,256.38599,1,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.052631579,5
22418,C,O[C@@]1(C)[C@@]2[C@@]3[C@@](C(C)C)(O3)CC[C@](O)(C)[C@]2CC1,3,2,2.102,52.990002,254.37,1,18,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.050000001,6
22430,C,O([C@@]1[C@@](O)[C@](O)CO[C@]1O[C@@]1C(C)(C)[C@@]2[C@@](O)C[C@]3[C@@]4(C)[C@@](C)([C@@]([C@]5(C)O[C@](C(O)(C)C)[C@@](O)C5)[C@@](O)C4)CC[C@]43[C@@]2(C4)CC1)[C@]1[C@](O)[C@@](O)[C@@](O)CO1,14,9,0.33399999,228.22,770.95398,1,54,8,14,6,5,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0.098360658,21
22433,C,O=C(O[C@@]1[C@@]([C@]2(C)[C@](C)([C@]3[C@]4([C@@]5([C@](C(C)(C)[C@@](O[C@]6[C@](O[C@]7[C@](O)[C@@](O)[C@@](O)CO7)[C@@](O)[C@](O)CO6)CC5)[C@@](O)C3)C4)CC2)C1)[C@]1(C)O[C@](C(O)(C)C)[C@@](OC(=O)C)C1)CO,17,8,0.44800001,260.59,871.02698,0.95454544,61,8,17,9,5,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0.16176471,21
22436,C,O([C@@]1[C@@](O)[C@](O)CO[C@]1O[C@@]1C(C)(C)[C@@]2[C@@](O)C[C@]3[C@@]4(C)[C@@](C)([C@]5[C@]6(C)O[C@@](C(O)(C)C)([C@@](O)C6)O[C@]5C4)CC[C@]43[C@@]2(C4)CC1)[C@]1[C@](O)[C@@](O)[C@@](O)CO1,14,8,0.69959998,217.22,768.93799,1,54,9,14,5,5,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0.080645159,21
22439,C,O(C(C)(C)[C@]1O[C@@](C)([C@@]2[C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C[C@@]2O)CC1)[C@]1[C@](O)[C@@](O)[C@](O)[C@@](CO)O1,18,11,-0.81260002,287.14001,917.09601,1,64,9,18,9,5,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0.125,25
22442,C,O=C(O[C@@]1C(C)(C)[C@]2[C@@]3([C@]4([C@]([C@@]5(C)[C@@](C)([C@]([C@@](CCC(C(=C)CC)(C)C)C)CC5)CC4)CC2)C3)CC1)C,2,0,9.7658997,26.299999,510.84698,0.91428572,37,5,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.19512194,9
22445,P,O=C(CC(O)(C)C)C[C@@](C)C1[C@]2(C)[C@](C)([C@]3[C@]4([C@@]5([C@](C(C)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@@](O)CO6)CC5)CC3)C4)C[C@]2O)CC1=O,9,5,3.1558001,153.75,620.82397,0.94285715,44,6,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14285715,14
22448,P,O=C(CC(O)(C)C)C[C@@](C)C1[C@]2(C)[C@](C)([C@]3[C@]4([C@@]5([C@](C(C)(C)[C@@](O[C@]6[C@](O)[C@@](O)[C@@](O)CO6)CC5)CC3)C4)C[C@]2OC(=O)C)CC1=O,10,4,3.7265999,159.82001,662.86102,0.91891891,47,6,10,8,5,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0.17307693,14
22451,P,O=C(CC(O)(C)C)C[C@@](C)C1C(=O)C[C@]2(C)[C@]1(C)C[C@](O)[C@]13C2=CC[C@]2C(C)(C)[C@@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)CC[C@]12C3,9,5,3.0759001,153.75,618.80798,0.88571429,44,6,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0.14285715,13
22454,M,O=C(O[C@@]1[C@]([C@@](CC[C@@](O[C@]2[C@](O)[C@@](O)[C@@](O)[C@@](C)O2)C(O[C@]2[C@](O)[C@@](O)[C@](O)CO2)(C)C)C)[C@]2(C)[C@](C)([C@]3[C@]4([C@@]5([C@](C(C)(C)[C@@](O[C@]6[C@](O)[C@](O)[C@@](O)[C@](C)O6)CC5)[C@@](O[C@]5[C@](O)[C@](O)[C@@](O)[C@](C)O5)C3)C4)CC2)C1)C,22,12,-0.1344,342.89999,1105.319,0.9818182,77,9,22,14,5,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0.17647059,31
22457,M,O([C@@]1[C@@](O)[C@](O)CO[C@]1O[C@@]1C(C)(C)[C@@]2[C@@](O)C[C@]3[C@@]4(C)[C@@](C)([C@@]([C@@](C[C@](O)[C@@](O)C(O)(C)C)C)[C@@](O)C4)CC[C@]43[C@@]2(C4)CC1)[C@]1[C@](O)[C@@](O)[C@@](O)CO1,14,10,0.1735,239.22,772.96997,1,54,7,14,9,5,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0.15000001,21
22460,M,O=C1C2C(C)(C)[C@@](O[C@]3[C@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)[C@@](O)[C@](O)CO3)CC[C@@]32[C@]2([C@]([C@@]4(C)[C@@](C)([C@@]([C@@](C[C@](O)[C@@](O)C(O)(C)C)C)[C@@](O)C4)CC2)C1)C3,14,9,0.38170001,236.06,770.95398,0.97500002,54,7,14,9,5,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0.15000001,20
22463,M,O=C1O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)[C@](C)C1,12,6,1.2453001,184.60001,680.83197,0.97222221,48,8,12,4,5,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0.07272727,19
22466,M,O=C1O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6(C(C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)C(=O)C4)C5)CC3)C2)[C@](C)C1,12,5,1.4535,181.44,678.81598,0.94444442,48,8,12,4,5,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0.07272727,18
22469,M,O=C(C(C)C)C=1O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)C(C)C=1,12,6,2.4375999,184.60001,734.92401,0.92500001,52,8,12,6,5,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0.10169491,19
22472,M,O=C(C(C)C)[C@@]1(OC)O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)[C@](C)C1,13,6,2.2865,193.83,766.966,0.97560978,54,8,13,7,5,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0.1147541,20
22475,M,O=C(C(C)C)[C@@]1(OCC)O[C@@]2[C@@]([C@]3(C)[C@](C)([C@]4[C@]5([C@@]6([C@](C(C)(C)[C@@](O[C@]7[C@](O[C@]8[C@](O)[C@@](O)[C@@](O)CO8)[C@@](O)[C@](O)CO7)CC6)[C@@](O)C4)C5)CC3)C2)[C@](C)C1,13,6,2.6766,193.83,780.99298,0.97619045,55,8,13,8,5,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0.12903225,20
22478,M,O([C@@]1[C@@](O)[C@](O)CO[C@]1O[C@@]1C(C)(C)[C@@]2[C@@](O)C[C@]3[C@@]4(C)[C@@](C)([C@]5[C@](C)C6[C@@](O)([C@](O)C(C)(C)O6)O[C@]5C4)CC[C@]43[C@@]2(C4)CC1)[C@]1[C@](O)[C@@](O)[C@@](O)CO1,14,8,0.55549997,217.22,768.93799,1,54,9,14,4,5,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0.064516127,22
22481,M,O=C1C2C(C)(C)[C@@](O[C@]3[C@](O[C@]4[C@](O)[C@@](O)[C@@](O)CO4)[C@@](O)[C@](O)CO3)CC[C@@]32[C@]2([C@]([C@@]4(C)[C@@](C)([C@]5[C@](C)C6[C@@](O)([C@](O)C(C)(C)O6)O[C@]5C4)CC2)C1)C3,14,7,0.76370001,214.06,766.922,0.97500002,54,9,14,4,5,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0.064516127,21
22484,C,O=C(OC)C=C(C=C1C(C)[C@](C)CCC=2C(C)(C)CCCC1=2)C,2,0,5.6048002,26.299999,316.48499,0.66666669,23,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.125,2
22487,C,O=C(OC)C[C@@]1(C)O[C@@]2(C)[C@](C)CCC=3C(C)(C)CCCC=3[C@@]2C1,3,0,5.04,35.529999,334.5,0.85714287,24,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.11538462,4
22490,C,O=C(OC)C=C(C[C@@]12[C@@](C)([C@](C)CCC=3C(C)(C)CCCC1=3)O2)C,3,0,4.9601002,38.830002,332.48401,0.76190478,24,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.15384616,3
22493,C,O=C1O[C@]([C@@]2(C)[C@](C)CCC=3C(C)(C)CCCC2=3)CC(C)=C1,2,0,5.1911001,26.299999,302.45801,0.75,22,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.041666668,3
22496,C,O=C(OC)C=C(C[C@](O)[C@@]1(C)[C@](C)CCC=2C(C)(C)CCCC1=2)C,3,1,4.7996001,46.529999,334.5,0.76190478,24,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.2,3
22507,C,Oc1c(CC[C@@]2(C)[C@@](C)CC[C@@]3C(C)(C)CCC=C23)cc(O)o1,3,2,5.4222002,53.599998,318.457,0.69999999,23,3,3,3,2,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.12,3
22513,C,O=C(OC)CC[C@]1[C@](CCc2cocc2)(C)[C@](C)CCC1=C(C)C,3,0,5.5542002,39.439999,332.48401,0.66666669,24,2,3,6,1,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.28,3
22516,C,O=C(OC(C)C)CC[C@]1[C@](CCc2cocc2)(C)[C@](C)CCC1=C(C)C,3,0,6.3327999,39.439999,360.53799,0.69565219,26,2,3,7,1,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.2962963,3
22519,C,O=C(OC(CCC)C)CC[C@]1[C@](CCc2cocc2)(C)[C@](C)CCC1=C(C)C,3,0,7.1129999,39.439999,388.59201,0.72000003,28,2,3,9,1,0,0,1,1,0,5,0,0,0,0,0,0,3,0,0.34482759,4
22522,C,O(C)c1cc(O)c2C(=O)OC(CCCCC)=Cc2c1,4,1,3.2399001,59.669998,262.30499,0.40000001,19,2,4,5,0,0,1,1,2,0,6,0,0,0,0,0,0,4,0,0.25,0
22525,C,Clc1c(O)c2C(=O)OC(CCCCC)=Cc2cc1OC,4,1,3.8933001,59.669998,296.75,0.40000001,20,2,5,5,0,0,1,1,2,0,6,0,0,1,0,0,0,4,0,0.23809524,0
22528,C,O(C)c1cc(NCCCC)cc(CCCCC)c1,2,1,4.6399002,21.26,249.39799,0.625,18,1,2,9,0,0,1,0,1,0,6,0,0,0,0,0,1,1,0,0.5,0
22534,B,O[C@@](C=C)(CC[C@]1(C)[C@@](C)CC=C2C(C)(C)CCC[C@@]12)C,1,1,5.5023999,20.23,290.491,0.80000001,21,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18181819,4
22545,C,OC/C=C(/CC[C@]1(C)[C@](C)CC=C2C(C)(C)CCC[C@@]12)\C,1,1,5.5040002,20.23,290.491,0.80000001,21,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18181819,3
22546,C,O=C(OC)[C@@]1(C)C2=C([C@](CCc3cc(O)oc3)(C)[C@](C)CC2)CCC1,4,1,5.0138001,59.669998,346.46701,0.66666669,25,3,4,4,2,0,0,1,1,0,5,0,0,0,0,0,0,4,0,0.18518518,3
22549,C,O=C(O)[C@@]1(C)C2=C([C@](CCc3cc(O)oc3)(C)[C@](C)CC2)CCC1,3,2,4.9253998,70.669998,332.44,0.64999998,24,3,4,4,2,0,0,1,1,0,5,0,0,0,0,0,0,4,0,0.15384616,3
