ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
DB00686,S(=O)(=O)(O[C@@]1[C@@](OS(=O)(=O)O)[C@](O)CO[C@]1O[C@]1[C@](OS(=O)(=O)O)[C@@](OS(=O)(=O)O)[C@](O)OC1)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148ba0>,[CH]1[CH]OC[C](O[C]2[CH][CH][CH]CO2)[CH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506340>
DB00687,F[C@@]12[C@]3(C)C(=CC(=O)CC3)CC[C@]1[C@]1[C@@](C)([C@@](O)(C(=O)CO)CC1)C[C@@]2O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148c10>,O=C1C=C2CC[C]3[C]4CCCC4C[CH]C3C2CC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825063b0>
DB00688,O=C(OCCN1CCOCC1)CC/C(=C/Cc1c(OC)c(C)c2c(c1O)c(O)oc2)/C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148c80>,O=C(CC/C=C/Cc1ccc2cocc2c1)OCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506420>
DB00689,O=C(NC1C(=O)N2C(C(=O)O)C(=COC(=O)C)CSC12)C(N)c1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148cf0>,C=C1CSC2C(NC(=O)Cc3ccccc3)C(=O)N2C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506490>
DB00690,Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCN(CC)CC)c2cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148d60>,O=C1CN=C(c2ccccc2)c2ccccc2N1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506500>
DB00691,O=C(OCC)C(NC(C(=O)N1C(C(=O)O)Cc2c(cc(OC)c(OC)c2)C1)C)CCc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148dd0>,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506570>
DB00692,Oc1cc(N(CC2=NCCN2)c2ccc(C)cc2)ccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148e40>,c1ccc(N(CC2=NCCN2)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825065e0>
DB00693,O=C1OC2(c3c1cccc3)c1c(Oc3c2ccc(O)c3)cc(O)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148eb0>,O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a5082506650>
DB00694,O=C(C)[C@]1(O)C=C2C(O)=C3C(O)=C4C(=C(O)C3=C(O)C2=C(O[C@@]2O[C@@](C)[C@@](O)[C@@](N)C2)C1)C(OC)=CC=C4,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148f20>,[CH]1[CH]C[C](OC2=c3cc4cc5ccccc5cc4cc3=CCC2)O[CH]1,<rdkit.Chem.rdchem.Mol object at 0x7a50825066c0>
DB00695,Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083148f90>,c1ccc(NCc2ccco2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506730>
DB00696,O=C(N[C@@]1(C)C(=O)N2[C@@](O)(O1)[C@]1N(C(=O)C2Cc2ccccc2)CCC1)C1=CC2c3c4c([nH]cc4CC2N(C)C1)ccc3,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149000>,O=C(NC1OC2[C]3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1=CC2c3cccc4[nH]cc(c34)CC2NC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825067a0>
DB00697,Clc1c(NC2=NCCN2)c2nsnc2cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149070>,c1cc(NC2=NCCN2)c2nsnc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506810>
DB00698,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(O)=C2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831490e0>,O=c1[nH]ccn1/N=C/c1ccco1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506880>
DB00699,Brc1cc(C(=O)OC[C@]2CN(C)[C@]3[C@@](OC)(c4c5c(n(C)cc5C3)ccc4)C2)cnc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149150>,O=C(OC[C]1CN[C]2Cc3c[nH]c4cccc(c34)C2C1)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825068f0>
DB00700,O=C(OC)C1=CC2[C@@](C)([C@@]34O[C@@]3C[C@]3(C)[C@@]5(OC(=O)CC5)CC[C@]3C14)CCC(=O)C2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831491c0>,O=C1CCC2C(C=CC3[C]4CC[C@@]5(CCC(=O)O5)C4C[C]4O[C@]432)C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506960>
DB00701,S(=O)(=O)(N(C[C@@](O)[C@@](NC(=O)O[C@@]1COCC1)Cc1ccccc1)CC(C)C)c1ccc(N)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149230>,O=C(N[C]([CH]CNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C]1CCOC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825069d0>
DB00703,S(=O)(=O)(N)C=1S/C(=N/C(=O)C)/N(C)N=1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831492a0>,N=c1[nH]ncs1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506a40>
DB00704,O=C1C2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@](N(CC2CC2)CC3)C4)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149310>,O=C1CCC2[C]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)C1O5,<rdkit.Chem.rdchem.Mol object at 0x7a5082506ab0>
DB00705,S(=O)(=O)(Nc1cc2c([nH]c(C(=O)N3CCN(c4c(NC(C)C)cccn4)CC3)c2)cc1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149380>,O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506b20>
DB00706,S(=O)(=O)(N)c1c(OC)ccc(C[C@](NCCOc2c(OCC)cccc2)C)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831493f0>,[CH](Cc1ccccc1)NCCOc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506b90>
DB00708,O=C(N(c1ccccc1)C1(COC)CCN(CCc2sccc2)CC1)CC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149460>,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506c00>
DB00709,O=C1N([C@]2O[C@@](CO)SC2)C=CC(=N)N1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831494d0>,N=c1ccn([C]2CS[CH]O2)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506c70>
DB00710,[P+]([OH0])(=O)([O-])C([P+]([OH0])(=O)[O-])(O)CCN(CCCCC)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149540>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082506ce0>
DB00711,O=C(N(CC)CC)N1CCN(C)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831495b0>,C1CNCCN1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506d50>
DB00712,Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149620>,c1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506dc0>
DB00713,O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@]12)c1c(C)onc1-c1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149690>,O=C(NC1[C]2SCCN2C1=O)c1conc1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506e30>
DB00714,Oc1c(O)ccc2c1-c1c3c(ccc1)CCN(C)[C@@]3C2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149700>,c1ccc2c(c1)C[C]1NCCc3cccc-2c31,<rdkit.Chem.rdchem.Mol object at 0x7a5082506ea0>
DB00715,Fc1ccc([C@]2[C@](COc3cc4OCOc4cc3)CNCC2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149770>,c1ccc([C@]2CCNC[C@]2COc2ccc3c(c2)OCO3)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506f10>
DB00716,O=C(O)C=1N(CC)c2c(CCC)c3OC(C(=O)O)=CC(=O)c3cc2C(=O)C=1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831497e0>,O=c1cc[nH]c2cc3occc(=O)c3cc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082506f80>
DB00717,O=C1CC2=CC[C@]3[C@]4[C@@](C)([C@](O)(C#C)CC4)CC[C@@]3C2CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149850>,O=C1CCC2[C]3CCC4CCC[C]4[C]3CC=C2C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082506ff0>
DB00718,P(=O)(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)COCCn1c2N=CNC(=N)c2nc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831498c0>,N=c1[nH]cnc2[nH]cnc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082507060>
DB00719,CN1CCC(=C2c3ncccc3CCc3c2cccc3)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149930>,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825070d0>
DB00720,ClC(Cl)([P+]([OH0])(=O)[O-])[P+]([OH0])(=O)[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a50831499a0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082507140>
DB00721,O=C(OCCN(CC)CC)c1ccc(N)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149a10>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825071b0>
DB00722,O=C(O)C(NC(C(=O)N1C(C(=O)O)CCC1)CCCCN)CCc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149a80>,O=C(CNCCCc1ccccc1)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507220>
DB00723,O(C)c1c(C(O)C(N)C)cc(OC)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149af0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507290>
DB00724,N=C1Nc2c(-c3n(CC(C)C)cnc13)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149b60>,N=c1[nH]c2ccccc2c2[nH]cnc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082507300>
DB00725,O=C(OC1CC2[N+](C)(C)C(C1)CC2)C(O)c1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149bd0>,O=C(Cc1ccccc1)OC1CC2CCC(C1)[NH2+]2,<rdkit.Chem.rdchem.Mol object at 0x7a5082507370>
DB00726,N(CC(CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149c40>,c1ccc2c(c1)CCc1ccccc1N2,<rdkit.Chem.rdchem.Mol object at 0x7a50825073e0>
DB00727,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149cb0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082507450>
DB00728,O=C(O[C@@]1[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)[C@](C[C@](O)[C@@](N5CCOCC5)C4)CC3)CC2)C[C@@]1[N+]1(CC=C)CCCC1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149d20>,[CH]1C[C]2CC[C]3[C]4C[C@]([NH+]5CCCC5)[CH]C4CC[C]3C2C[C@@]1N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825074c0>
DB00730,c1(-c2ncsc2)[nH]c2c(n1)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149d90>,c1ccc2[nH]c(-c3cscn3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507530>
DB00731,O=C(O)C(NC(=O)C1CCC(C(C)C)CC1)Cc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149e00>,O=C(NCCc1ccccc1)C1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50825075a0>
DB00733,ON=Cc1[n+](C)cccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149e70>,c1cc[nH+]cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507610>
DB00734,Fc1cc2onc(C3CCN(CCC=4C(=O)N5C(=NC=4C)CCCC5)CC3)c2cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149ee0>,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7a5082507680>
DB00735,N(CC=Cc1ccccc1)(Cc1c2c(ccc1)cccc2)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149f50>,C(=Cc1ccccc1)CNCc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7a50825076f0>
DB00737,Clc1ccc(C(N2CCN(Cc3cc(C)ccc3)CC2)c2ccccc2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083149fc0>,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507760>
DB00738,O(CCCCCOc1ccc(C(=N)N)cc1)c1ccc(C(=N)N)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a030>,c1ccc(OCCCCCOc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825077d0>
DB00739,O=C(O)C1C(C)(C)S[C@@]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N12,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a0a0>,O=C1C(N2CNC(c3ccccc3)C2=O)[C]2SCCN21,<rdkit.Chem.rdchem.Mol object at 0x7a5082507840>
DB00740,FC(F)(F)Oc1cc2SC(=N)Nc2cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a110>,N=c1[nH]c2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7a50825078b0>
DB00741,O=C(CO)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC(=O)CC4)CC3)[C@@](O)C2)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a180>,O=C1C=C2CC[C]3[C]4CCCC4C[CH][C]3C2CC1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507920>
DB00742,O[C@@]([C@](O)[C@](O)CO)[C@](O)CO,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a1f0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082507990>
DB00743,O=C(O)C(N(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O)COCc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a260>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507a00>
DB00744,O=C(N(O)C(C)c1sc2c(c1)cccc2)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a2d0>,c1ccc2sccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507a70>
DB00745,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a340>,c1ccc(Cc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507ae0>
DB00746,O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a3b0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082507b50>
DB00747,O=C(OC1C[C@@]2N(C)[C@@]([C@]3O[C@@]23)C1)C(CO)c1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a420>,O=C(Cc1ccccc1)OC1C[C]2N[C](C1)[C]1O[C]21,<rdkit.Chem.rdchem.Mol object at 0x7a5082507bc0>
DB00748,Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a490>,c1ccc(Cc2ccccn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507c30>
DB00749,O=C(O)CC1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a500>,c1ccc2c3c([nH]c2c1)COCC3,<rdkit.Chem.rdchem.Mol object at 0x7a5082507ca0>
DB00750,O=C(Nc1c(C)cccc1)C(NCCC)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a570>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507d10>
DB00751,NC=1N2c3c(cccc3)Cc3c(cccc3)C2CN=1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a5e0>,C1=NCC2c3ccccc3Cc3ccccc3N12,<rdkit.Chem.rdchem.Mol object at 0x7a5082507d80>
DB00752,NC1C(c2ccccc2)C1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a650>,c1ccc(C2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507df0>
DB00753,ClC(OC(F)F)C(F)(F)F,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a6c0>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082507e60>
DB00754,O=C1N(CC)C(O)=C(c2ccccc2)N1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a730>,O=c1[nH]cc(-c2ccccc2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507ed0>
DB00756,Clc1c(Cc2c(Cl)c(Cl)cc(Cl)c2O)c(O)c(Cl)cc1Cl,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a7a0>,c1ccc(Cc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082507f40>
DB00757,O=C(OC1C[C@@]2N3[C@](C1)CC(C(=O)C3)C2)c1c2c([nH]c1)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a810>,O=C(OC1C[C]2CC3C[C](C1)N2CC3=O)c1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082508040>
DB00758,Clc1c(C(C(=O)OC)N2Cc3c(scc3)CC2)cccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a880>,c1ccc(CN2CCc3sccc3C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825080b0>
DB00759,O=C(N)C1C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@](O)(C)[C@]3C[C@]2C(N(C)C)C1=O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a8f0>,O=C1C[C]2C[C]3Cc4ccccc4C(=O)C3C(=O)C2C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508120>
DB00760,S(C1=C(C)[C@@]2C([C@](O)C)C(=O)N2C1C(=O)O)[C@]1CC(C(=O)N(C)C)NC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a960>,O=C1C[C]2C=C(S[C]3CCNC3)CN21,<rdkit.Chem.rdchem.Mol object at 0x7a5082508190>
DB00762,O=C(Oc1cc2c(CC)c3c(nc2cc1)C=1N(C(=O)C2=C([C@@](O)(CC)C(=O)OC2)C=1)C3)N1CCC(N2CCCCC2)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314a9d0>,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2cc(OC(=O)N4CCC(N5CCCCC5)CC4)ccc2nc1-3,<rdkit.Chem.rdchem.Mol object at 0x7a5082508200>
DB00763,S=C1N(C)C=CN1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314aa40>,S=c1[nH]cc[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508270>
DB00765,O=C(O)[C@@](N)(Cc1ccc(O)cc1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314aab0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825082e0>
DB00766,O=C(O)C1=C(CCO)O[C@]2N1C(=O)C2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ab20>,O=C1C[C]2OC=CN21,<rdkit.Chem.rdchem.Mol object at 0x7a5082508350>
DB00768,O=C(O)Cc1cc2/C(=C\CCN(C)C)/c3c(cccc3)COc2cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ab90>,C=C1c2ccccc2COc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a50825083c0>
DB00769,O=C(OCC(=O)[C@]1(O)[C@]2(C)[C@]([C@]3[C@@]([C@]4(C)C(=CC3)CC(=O)CC4)[C@@](O)C2)CC1)CN(CC)CC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ac00>,O=C1CCC2[C]3[CH]CC4CCC[C]4[C]3CC=C2C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508430>
DB00770,O=C(O)CCCCCCC1C(=O)C[C@@](O)[C@@]1/C=C/[C@@](O)CCCCC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ac70>,O=C1C[CH][CH]C1,<rdkit.Chem.rdchem.Mol object at 0x7a50825084a0>
DB00771,O=C(OC1C2CC[N+](C)(C1)CC2)C(O)(c1ccccc1)c1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ace0>,O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508510>
DB00772,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ad50>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082508580>
DB00773,O(C)c1c(O)c(OC)cc([C@@]2c3c([C@@](O[C@]4[C@](O)[C@@](O)[C@@]5O[C@](C)OC[C@]5O4)[C@@]4C2C(=O)OC4)cc2OCOc2c3)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314adc0>,O=C1OC[C]2[C@](O[C]3[CH][CH][C]4O[CH]OC[C]4O3)c3cc4c(cc3[C@](c3ccccc3)C12)OCO4,<rdkit.Chem.rdchem.Mol object at 0x7a50825085f0>
DB00774,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314ae30>,O=S1(=O)NCNc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a5082508660>
DB00775,S(=O)(=O)(NC(C(=O)O)Cc1ccc(OCCCCC2CCNCC2)cc1)CCCC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314aea0>,c1ccc(OCCCCC2CCNCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50825086d0>
DB00776,O=C(N)N1c2c(C(=O)Cc3c1cccc3)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314af10>,O=C1Cc2ccccc2Nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a5082508740>
DB00777,O=C(CC)c1cc2N(CC(N(C)C)C)c3c(Sc2cc1)cccc3,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314af80>,c1ccc2c(c1)Nc1ccccc1S2,<rdkit.Chem.rdchem.Mol object at 0x7a50825087b0>
DB00778,O(N=C1C(C)[C@@](O)[C@@](O)(C)[C@@](CC)OC(=O)C(C)[C@@](O[C@@]2O[C@@](C)[C@](O)[C@@](OC)(C)C2)[C@](C)[C@@](O[C@]2[C@](O)[C@@](N(C)C)C[C@@](C)O2)[C@@](O)(C)CC1C)COCCOC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314aff0>,N=C1C[CH]C[CH]OC(=O)C[C@](O[C]2CC[CH][CH]O2)[CH][C@](O[C]2[CH][CH]C[CH]O2)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508820>
DB00779,O=C(O)C=1C(=O)c2c(N(CC)C=1)nc(C)cc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b060>,O=c1cc[nH]c2ncccc12,<rdkit.Chem.rdchem.Mol object at 0x7a5082508890>
DB00780,N(N)CCc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b0d0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508900>
DB00782,O=C(OCC[N+](C(C)C)(C(C)C)C)C1c2c(Oc3c1cccc3)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b140>,c1ccc2c(c1)Cc1ccccc1O2,<rdkit.Chem.rdchem.Mol object at 0x7a5082508970>
DB00783,Oc1cc2c(cc1)[C@@]1[C@]([C@]3[C@@](C)([C@@](O)CC3)CC1)CC2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b1b0>,[CH]1CC[C]2[C]3CCc4ccccc4[C]3CCC12,<rdkit.Chem.rdchem.Mol object at 0x7a50825089e0>
DB00784,O=C(O)c1c(Nc2c(C)c(C)ccc2)cccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b220>,c1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508a50>
DB00787,O(CCO)Cn1c2NC(=N)NC(=O)c2nc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b290>,N=c1[nH]c(=O)c2nc[nH]c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508ac0>
DB00788,O=C(O)C(C)c1cc2c(cc(OC)cc2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b300>,c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508b30>
DB00789,O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b370>,,<rdkit.Chem.rdchem.Mol object at 0x7a5082508ba0>
DB00790,O=C(OCC)C(NC(C(=O)N1C(C(=O)O)C[C@]2[C@@]1CCCC2)C)CCC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b3e0>,C1CC[C]2NCC[C]2C1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508c10>
DB00791,ClCCN(CCCl)C=1C(=O)NC(=O)NC=1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508314b450>,O=c1cc[nH]c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a5082508c80>
