ID,SMILES,DATASET,MOL,SCAFFOLD,SCA_MOL
DB00006,O=C(O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1N(C(=O)C(NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)CNC(=O)[C@@](NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@]2N(C(=O)[C@@](NC(=O)[C@]3N(C(=O)[C@](N)Cc4ccccc4)CCC3)CCCNC(=N)N)CCC2)CC(=O)N)CC(=O)O)Cc2ccccc2)CCC(=O)O)CCC(=O)O)[C@](CC)C)CCC1)CCC(=O)O)CCC(=O)O)Cc1ccc(O)cc1)CC(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a5083139fc0>,O=C([CH]NC(=O)[CH]NC(=O)[C]1CCCN1C(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[C](Cc1ccccc1)NC(=O)[CH]NC(=O)CNC(=O)[CH]NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C]1CCCN1C(=O)[CH]NC(=O)[C]1CCCN1C(=O)[CH]Cc1ccccc1)N[CH]Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7760>
DB00007,O=C(N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N1C(C(=O)NCC)CCC1)CCCN=C(N)N)CC(C)C)CC(C)C)Cc1ccc(O)cc1)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]1NC(=O)CC1)Cc1nc[nH]c1)Cc1c2c([nH]c1)cccc2)CO,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a030>,O=C([CH]NC(=O)[CH]NC(=O)[C](Cc1ccccc1)NC(=O)[CH]NC(=O)[C](Cc1c[nH]c2ccccc12)NC(=O)[C](Cc1c[nH]cn1)NC(=O)[C]1CCC(=O)N1)N[CH]C(=O)N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f77d0>
DB00014,O=C(NNC(=O)[C@]1N(C(=O)[C@@](NC(=O)C(NC(=O)[C@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@@](NC(=O)[C@]2NC(=O)CC2)Cc2nc[nH]c2)Cc2c3c([nH]c2)cccc3)CO)Cc2ccc(O)cc2)COC(C)(C)C)CC(C)C)CCCN=C(N)N)CCC1)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a0a0>,O=C([CH]NC(=O)[C](Cc1ccccc1)NC(=O)[CH]NC(=O)[C](Cc1c[nH]c2ccccc12)NC(=O)[C](Cc1c[nH]cn1)NC(=O)[C]1CCC(=O)N1)NCC(=O)N[CH]C(=O)N1[CH]CCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7840>
DB00027,O=C(N[C@@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)NCCO)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)CC(C)C)Cc1c2c([nH]c1)cccc2)C(C)C)[C@@](NC(=O)[C@](NC(=O)[C@@](NC(=O)C(NC(=O)CNC(=O)[C@@](NC=O)C(C)C)CC(C)C)C)C(C)C)C(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a110>,O=C([CH]Cc1c[nH]c2ccccc12)N[CH]C(=O)N[C](Cc1c[nH]c2ccccc12)C(=O)N[CH]C(=O)N[C](Cc1c[nH]c2ccccc12)C(=O)N[CH]C(=O)N[CH]Cc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f78b0>
DB00035,O=C(NCC(=O)N)C(NC(=O)[C@]1N(C(=O)[C@]2NC(=O)[C@](CC(=O)N)NC(=O)[C@](CCC(=O)N)NC(=O)[C@](Cc3ccccc3)NC(=O)[C@](Cc3ccc(O)cc3)NC(=O)CCSSC2)CCC1)CCCNC(=N)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a180>,O=C1[CH]NC(=O)[C@](Cc2ccccc2)NC(=O)[C@](Cc2ccccc2)NC(=O)CCSSC[C@](C(=O)N2[CH]CCC2)NC(=O)[CH]N1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7920>
DB00050,Clc1ccc(C[C@@](NC(=O)C(NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N2[C@](C(=O)N[C@@](C(=O)N)C)CCC2)CCCN=C(N)N)CC(C)C)CCCNC(=O)N)Cc2ccc(O)cc2)CO)Cc2cnccc2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a1f0>,O=C([CH]NC(=O)[CH]NC(=O)[C](Cc1ccccc1)NC(=O)[CH]NC(=O)[C](Cc1cccnc1)NC(=O)[C](Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)N[CH]C(=O)N1[CH]CCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7990>
DB00067,O=C(NCC(=O)N)C(NC(=O)C1N(C(=O)C2NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(N)CSSC2)CCC1)CCCNC(=N)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a260>,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7a00>
DB00080,O=C(N[C@](C(=O)N[C@@]1C(=O)NCC(=O)N[C@@](CCCN)C(=O)N[C@@](CC(=O)O)C(=O)N[C@](C)C(=O)N[C@@](CC(=O)O)C(=O)NCC(=O)N[C@](CO)C(=O)N[C@@]([C@@](CC(=O)O)C)C(=O)N[C@@](CC(=O)c2c(N)cccc2)C(=O)O[C@@]1C)CC(=O)O)[C@](NC(=O)C(NC(=O)CCCCCCCCC)Cc1c2c([nH]c1)cccc2)CC(=O)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a2d0>,O=C1[CH]NC(=O)[CH]NC(=O)CNC(=O)[C@](NC(=O)[CH]NC(=O)[CH]NC(=O)CCc2c[nH]c3ccccc23)[CH]OC(=O)[C@](CC(=O)c2ccccc2)NC(=O)[CH]NC(=O)[CH]NC(=O)CNC(=O)[CH]NC(=O)[CH]N1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7a70>
DB00091,O=C1N(C)C([C@](O)[C@@](C/C=C/C)C)C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N[C@@](C)C(=O)N[C@](C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@@](CC(C)C)C(=O)N(C)[C@]1C(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a340>,O=C1[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)CNC(=O)CNC(=O)CNC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]N1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7ae0>
DB00106,Clc1ccc(C[C@@](NC(=O)C(NC(=O)C)Cc2cc3c(cc2)cccc3)C(=O)N[C@@](C(=O)N[C@](C(=O)N([C@](C(=O)N[C@@](C(=O)N[C@](C(=O)N[C@](C(=O)N2[C@](C(=O)N[C@@](C(=O)N)C)CCC2)CCCCNC(C)C)CC(C)C)CC(=O)N)Cc2ccc(O)cc2)C)CO)Cc2cnccc2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a3b0>,O=C([CH]NC(=O)[CH]NC(=O)[C](Cc1ccccc1)NC(=O)[CH]NC(=O)[C](Cc1cccnc1)NC(=O)[C](Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)N[CH]C(=O)N1[CH]CCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7b50>
DB00114,[P+]([OH0])(=O)(OCc1c(C=O)c(O)c(C)nc1)[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a420>,c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7bc0>
DB00115,[P+](=O)(O[C@@](CNC(=O)CC[C@]1(C)[C@@](CC(=O)N)[C@@]2[C@@]3(C)[C@](CC(=O)N)(C)C(CCC(=O)N)C(C(C)C=4[C@](CC(=O)N)(C)[C@](CCC(=O)N)C(N=4)=CC=4C(C)(C)[C@](CCC(=O)N)C(=C(C)C1=N2)N=4)=N3)C)(O[C@]1[C@@](O)[C@@](n2c3c(nc2)cc(C)c(C)c3)O[C@@]1CO)[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a490>,O=C(CCC1[CH][C]2N=C1C=C1[CH]CC(=N1)C=C1[CH]CC(=N1)CC1=NC2CC1)NC[CH]O[PH+](=O)O[C@]1[CH]O[C@@](n2cnc3ccccc32)[CH]1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7c30>
DB00118,[S+](CCC(N)C(=O)[O-])(C[C@@]1[C@@](O)[C@@](O)[C@](n2c3N=CNC(=N)c3nc2)O1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a500>,N=c1[nH]cnc2c1ncn2[C]1[CH][CH][CH]O1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7ca0>
DB00119,O=C(O)C(=O)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a570>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7d10>
DB00120,O=C(O)C(N)Cc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a5e0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7d80>
DB00121,O=C(O)CCCC[C@@]1SC[C@@]2NC(=O)N[C@]12,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a650>,O=C1N[C]2[CH]SC[C]2N1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7df0>
DB00122,OCC[N+](C)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a6c0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7e60>
DB00123,O=C(O)C(N)CCCCN,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a730>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7ed0>
DB00126,OC(CO)c1c(O)c(O)c(O)o1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a7a0>,c1ccoc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f7f40>
DB00128,O=C(O)C(N)CC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a810>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8040>
DB00129,O=C(O)C(N)CCCN,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a880>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f80b0>
DB00130,O=C(O)C(N)CCC(=O)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a8f0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8120>
DB00131,[P+]([OH0])(=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3N=CNC(=N)c3nc2)O1)[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a960>,N=c1[nH]cnc2c1ncn2[C]1[CH][CH][CH]O1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8190>
DB00132,O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313a9d0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8200>
DB00134,S(CCC(N)C(=O)O)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313aa40>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8270>
DB00135,O=C(O)C(N)Cc1ccc(O)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313aab0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f82e0>
DB00136,OC(CCC[C@@](C)[C@@]1[C@]2(C)[C@](/C(=C/C=C/3\C(=C)[C@@](O)C[C@](O)C\3)/CCC2)CC1)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ab20>,C=C1[CH]C[CH]C/C1=C/C=C1\CCCC2[CH]CC[C]12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8350>
DB00137,O[C@]1C=C(C)[C@](/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=2C(C)(C)C[C@](O)CC=2C)\C)\C)/C)/C)C(C)(C)C1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ab90>,[CH]1C=C[C](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2=CC[CH]CC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f83c0>
DB00138,S(SCC(N)C(=O)O)CC(N)C(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ac00>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8430>
DB00139,O=C(O)CCC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ac70>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f84a0>
DB00140,O=C1N=C2N(C[C@](O)[C@](O)[C@](O)CO)c3c(N=C2C(=O)N1)cc(C)c(C)c3,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ace0>,O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8510>
DB00141,O=C(NC(C=O)C(O)C(O)C(O)CO)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ad50>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8580>
DB00142,O=C(O)C(N)CCC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313adc0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f85f0>
DB00143,SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ae30>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8660>
DB00145,O=C(O)CN,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313aea0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f86d0>
DB00146,OC(CCC[C@@](C)[C@@]1[C@]2(C)[C@](/C(=C/C=C/3\C(=C)CC[C@](O)C\3)/CCC2)CC1)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313af10>,C=C1CC[CH]C/C1=C/C=C1\CCCC2[CH]CC[C]12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8740>
DB00148,O=C(O)CN(C(=N)N)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313af80>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f87b0>
DB00150,O=C(O)C(N)Cc1c2c([nH]c1)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313aff0>,c1ccc2[nH]ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8820>
DB00151,SCC(N)C(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b060>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8890>
DB00152,OCCc1c(C)[n+](CC=2C(=N)N=C(C)NC=2)cs1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b0d0>,N=c1nc[nH]cc1C[n+]1ccsc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8900>
DB00153,O[C@@]1C/C(=C/C=C\2/[C@]3[C@@](C)([C@@]([C@@](/C=C/[C@@](C(C)C)C)C)CC3)CCC/2)/C(=C)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b140>,C=C1CC[CH]C/C1=C/C=C1\CCCC2[CH]CC[C]12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8970>
DB00156,O=C(C(N)C(O)O)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b1b0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f89e0>
DB00157,[P+](=O)(O[P+](=O)(OC[C@@]1[C@@](O)[C@@](O)[C@](N2C=C(C(=O)N)CC=C2)O1)[O-])(OC[C@@]1[C@@](O)[C@@](O)[C@](n2c3N=CNC(=N)c3nc2)O1)[O-],FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b220>,N=c1[nH]cnc2c1ncn2[C@]1[CH][CH][C@@](CO[PH+](=O)O[PH+](=O)OC[C@]2[CH][CH][C@@](N3C=CCC=C3)O2)O1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8a50>
DB00158,O=C(O)C(NC(=O)c1ccc(NCc2nc3C(=O)NC(=N)Nc3nc2)cc1)CCC(=O)O,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b290>,N=c1[nH]c(=O)c2nc(CNc3ccccc3)cnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8ac0>
DB00159,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b300>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8b30>
DB00161,O=C(O)C(N)C(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b370>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8ba0>
DB00162,OC/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b3e0>,C1=CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8c10>
DB00163,Oc1c(C)c(C)c2O[C@@](CCC[C@@](CCC[C@@](CCCC(C)C)C)C)(C)CCc2c1C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b450>,c1ccc2c(c1)CCCO2,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8c80>
DB00165,OCc1c(O)c(C)ncc1CO,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b4c0>,c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8cf0>
DB00166,O=C(O)CCCC[C@]1SSCC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b530>,[CH]1CCSS1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8d60>
DB00169,O[C@@]1C/C(=C/C=C\2/[C@]3[C@@](C)([C@@]([C@@](CCCC(C)C)C)CC3)CCC/2)/C(=C)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b5a0>,C=C1CC[CH]C/C1=C/C=C1\CCCC2[CH]CC[C]12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8dd0>
DB00170,O=C1C(C)=CC(=O)c2c1cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b610>,O=C1C=CC(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8e40>
DB00173,N=C1NC=Nc2[nH]cnc12,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b680>,N=c1[nH]cnc2[nH]cnc12,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8eb0>
DB00174,O=C(O)C(N)CC(=O)N,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b6f0>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8f20>
DB00175,O=C(O[C@@]1[C@@]2[C@@](CC[C@@](O)C[C@@](O)CC(=O)O)[C@@](C)C=CC2=C[C@@](O)C1)C(CC)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b760>,[CH]1[CH][C]2[CH]C[CH]C=C2C=C1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f8f90>
DB00176,FC(F)(F)c1ccc(C(=NOCCN)CCCCOC)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b7d0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9000>
DB00177,O=C(O)C(N(C(=O)CCCC)Cc1ccc(-c2c(-c3n[nH]nn3)cccc2)cc1)C(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b840>,c1ccc(-c2ccccc2-c2nn[nH]n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9070>
DB00178,O=C(OCC)C(NC(C(=O)N1C(C(=O)O)C[C@]2[C@@]1CCC2)C)CCc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b8b0>,O=C(CNCCCc1ccccc1)N1CC[C]2CCC[C]21,<rdkit.Chem.rdchem.Mol object at 0x7a50824f90e0>
DB00179,Oc1c(O)ccc(C[C@@]([C@@](Cc2cc(O)c(O)cc2)C)C)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b920>,[CH]([CH]Cc1ccccc1)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9150>
DB00180,FC1=C2[C@@](C)([C@]3[C@@](O)C[C@]4(C)[C@]5(C(=O)CO)OC(C)(C)O[C@@]5C[C@]4[C@@]3C1)C=CC(=O)C2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313b990>,O=C1C=CC2[C]3[CH]CC4[C](C[C]5OCOC54)[C]3CC=C2C1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f91c0>
DB00181,Clc1ccc(C(CN)CC(=O)O)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ba00>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9230>
DB00182,NC(Cc1ccccc1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313ba70>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f92a0>
DB00183,S(CCC(NC(=O)C(NC(=O)CCNC(=O)OC(C)(C)C)Cc1c2c([nH]c1)cccc2)C(=O)N[C@](C(=O)N[C@](C(=O)N)Cc1ccccc1)CC(=O)O)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bae0>,O=C([CH]NC(=O)CNC(=O)CCc1c[nH]c2ccccc12)N[CH]Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9310>
DB00184,CN1[C@](c2cnccc2)CCC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bb50>,c1cncc([C]2CCCN2)c1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9380>
DB00185,CC1SC[C@@]2(O1)C1CCN(C2)CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bbc0>,C1O[C@@]2(CS1)CN1CCC2CC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f93f0>
DB00186,Clc1c(C2NC(=O)C(=O)Nc3c2cc(Cl)cc3)cccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bc30>,O=C1Nc2ccccc2C(c2ccccc2)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9460>
DB00187,O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bca0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f94d0>
DB00188,O=C(N[C@@](CC(C)C)B(O)O)C(NC(=O)c1nccnc1)Cc1ccccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bd10>,O=C(NCCc1ccccc1)c1cnccn1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9540>
DB00189,Cl/C=C/C(O)(C#C)CC,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bd80>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f95b0>
DB00190,O=C(O)[C@@](NN)(Cc1cc(O)c(O)cc1)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bdf0>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9620>
DB00191,NC(Cc1ccccc1)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313be60>,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9690>
DB00192,O=C(N)C1(CCCNC(C)C)c2c(-c3c1cccc3)cccc2,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bed0>,c1ccc2c(c1)Cc1ccccc1-2,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9700>
DB00193,O(C)c1cc(C2(O)C(CN(C)C)CCCC2)ccc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313bf40>,c1ccc(C2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9770>
DB00194,OC[C@@]1[C@@](O)[C@](O)[C@](n2c3N=CNC(=N)c3nc2)O1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c040>,N=c1[nH]cnc2c1ncn2[C]1[CH][CH][CH]O1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f97e0>
DB00195,O(CCc1ccc(OCC(O)CNC(C)C)cc1)CC1CC1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c0b0>,c1ccc(CCOCC2CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9850>
DB00196,Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c120>,c1ccc(C(Cn2cncn2)Cn2cncn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f98c0>
DB00197,O(CC1(C)Oc2c(C)c(C)c(O)c(C)c2CC1)c1ccc(CC2=C(O)NC(=O)S2)cc1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c190>,O=c1[nH]cc(Cc2ccc(OCC3CCc4ccccc4O3)cc2)s1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9930>
DB00198,O=C(N[C@]1C(OC(CC)CC)C=C(C(=O)OCC)C[C@@]1N)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c200>,[CH]1[CH]CC=CC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f99a0>
DB00199,O(C)[C@@]1(C)[C@@](O)[C@](C)O[C@@](O[C@@]2C(C)C(=O)O[C@](CC)[C@](O)(C)[C@](O)C(C)C(=O)C(C)C[C@](O)(C)[C@](O[C@]3[C@](O)[C@@](N(C)C)C[C@@](C)O3)[C@]2C)C1,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c270>,O=C1C[CH]C[CH]OC(=O)C[C@](O[C]2CC[CH][CH]O2)[CH][C@@](O[C]2[CH][CH]C[CH]O2)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9a10>
DB00201,O=C1N(C)C(=O)c2n(C)cnc2N1C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c2e0>,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9a80>
DB00202,O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C,FDA,<rdkit.Chem.rdchem.Mol object at 0x7a508313c350>,,<rdkit.Chem.rdchem.Mol object at 0x7a50824f9af0>
