ID,SMILES,DATASET,HBA,HBD,LOGP,TPSA,MW,CSP3,HEAVY,RING,HETATOMS,ROTBONDS,CARBOALICYCLIC,HETEROALICYCLIC,CARBOAROMATIC,HETEROAROMATIC,AROMATIC,ACID_ATOMS,AROM_ATOMS,BASIC_ATOMS,BROMINE,CHLORINE,FLUORINE,IODINE,NITROGEN,OXYGEN,PHOSPHORUS,FRACROTBOND,CHIRALCENTERS,HALOGEN
UNPD_subset_A_1744,O=C1C(=C)[C@]2C[C@]31C(=O)OC[C@@]1([C@](CO)C(C)(C)CCC1)[C@@]3CC2,UNPD-A,4,1,2.8898001,63.599998,332.44,0.80000001,24,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.037037037,5,0
UNPD_subset_A_1745,O(C)c1c(O)ccc(C[C@](O)[C@]2O[C@@](c3cc(OC)c(O)cc3)C[C@](O)C2)c1,UNPD-A,7,4,2.2995999,108.61,390.43201,0.42857143,28,3,7,6,0,1,2,0,2,0,12,0,0,0,0,0,0,7,0,0.2,4,0
UNPD_subset_A_1746,O=C(CCCCC)Cc1c2C(=O)Oc3c(c(CCCCC)c(C(=O)O)c(O)c3)Oc2c(O)c(O)c1,UNPD-A,8,4,5.2511001,150.59,486.517,0.42307693,35,3,9,11,0,1,2,0,2,0,12,0,0,0,0,0,0,9,0,0.2972973,0,0
UNPD_subset_A_1747,O(C)c1c(O)c2C(=O)c3c(O)cc(O)cc3Oc2cc1O,UNPD-A,7,4,1.7772,120.36,290.22699,0.071428575,21,3,7,1,0,0,2,1,3,0,12,0,0,0,0,0,0,7,0,0.043478262,0,0
UNPD_subset_A_1748,O=C(C(O)N[C@@](OC)[C@@]1O[C@@](C[C@](O)[C@](C)[C@@]2OC(=O)c3c(O)cc(O)c(C)c3C2)C(C)(C)C(=O)C1)C(CO)CC(=C)C,UNPD-A,12,6,1.65192,192.08,607.69702,0.64516127,43,3,12,13,0,2,1,0,1,0,6,0,0,0,0,0,1,11,0,0.2888889,8,0
UNPD_subset_A_1749,O(C)c1c([C@]2[C@@](O)[C@@](O)[C@](O)[C@](CO)O2)c2OC(c3ccc(O)cc3)=CC(=O)c2c(O)c1,UNPD-A,10,6,0.39469999,170.05,446.40799,0.31818181,32,4,10,4,0,1,2,1,3,0,12,0,0,0,0,0,0,10,0,0.11428571,5,0
UNPD_subset_A_1750,O=C1[C@](C=C)(C)CCC2[C@]3(CO)C(C(=O)CC12)C(C)(C)CCC3,UNPD-A,3,1,3.5518,54.369999,318.457,0.80000001,23,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.079999998,5,0
UNPD_subset_A_1751,Brc1[nH]c2c(O)c3N=CCC4(c3c3N=CCc1c23)C=C(Br)C(O)C(Br)=C4,UNPD-A,4,3,5.1703,80.970001,542.02502,0.22222222,26,5,8,0,1,2,1,1,2,0,9,0,3,0,0,0,3,2,0,0.0,0,3
UNPD_subset_A_1752,O=C(C(CC)C)c1c(O)c(C/C=C(/CCC=C(C)C)\C)c2O[C@@](C)CC=3c2c1OC(=O)C=3,UNPD-A,5,1,6.2859998,76.739998,438.564,0.48148149,32,3,5,8,0,1,1,1,2,0,6,0,0,0,0,0,0,5,0,0.23529412,2,0
UNPD_subset_A_1753,O=C1C(=C)[C@@]2[C@](O1)C[C@@](C)[C@]1[C@@](C)([C@](OC)O[C@@](O)C1)C2,UNPD-A,5,1,1.8478,64.989998,296.36301,0.8125,21,3,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0.043478262,7,0
UNPD_subset_A_1754,O=C1C(c2ccc(O)cc2)=COc2c(C=CC(=C)C)c(O)c3c(OC(C)(C)C=C3)c12,UNPD-A,5,2,5.6447001,79.900002,402.44601,0.16,30,4,5,3,0,1,2,1,3,0,12,0,0,0,0,0,0,5,0,0.090909094,0,0
UNPD_subset_A_1755,Oc1c(C)c(C)c(O)cc1C=CC(=CCC[C@](CCC[C@](CCCC(C)C)C)C)C,UNPD-A,2,2,8.7231398,40.459999,414.67401,0.64285713,30,1,2,13,0,0,1,0,1,0,6,0,0,0,0,0,0,2,0,0.43333334,2,0
UNPD_subset_A_1756,O[C@@]1[C@@](C)([C@]2(C)[C@]3([C@](O)CC2)OC3)CCC(C)=C1,UNPD-A,3,2,2.0237,52.990002,252.354,0.86666667,18,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.050000001,5,0
UNPD_subset_A_1757,Brc1cc2n(C(=O)OC)cc([C@](S(=O)(=O)O)(OCC)c3c4c([nH]c3)cc(Br)cc4)c2cc1,UNPD-A,6,2,5.3874998,110.62,586.258,0.19047619,32,4,11,5,0,0,2,2,4,0,18,0,2,0,0,0,2,6,0,0.2,1,2
UNPD_subset_A_1758,O(C)c1c(C(C)C)cc(Cc2c(O)cccc2)c(C)c1,UNPD-A,2,1,4.42342,29.459999,270.37201,0.33333334,20,2,2,4,0,0,2,0,2,0,12,0,0,0,0,0,0,2,0,0.19047619,0,0
UNPD_subset_A_1759,O[C@]1(C)[C@]2(C)[C@]([C@@]3(C)[C@@](C[C@@](C=C)(C)CC3)CC2)CCC1,UNPD-A,1,1,5.3362999,20.23,290.491,0.89999998,21,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.043478262,6,0
UNPD_subset_A_1760,O=C1O[C@](C[C@@](O)CC(=C)C)(C)[C@@]2[C@]31[C@](C)(C=1[C@]([C@]4(C)[C@@](C(C)(C)[C@@](O)CC4)CC=1)CC3)CC2,UNPD-A,4,2,5.9653001,66.760002,470.694,0.83333331,34,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0.10526316,9,0
UNPD_subset_A_1761,O(C)c1c(C)cc(C2C(=O)C(O)c3c(O)cc(OC)cc3O2)cc1,UNPD-A,6,2,2.45402,85.220001,330.336,0.27777779,24,3,6,3,0,1,2,0,2,0,12,0,0,0,0,0,0,6,0,0.11538462,2,0
UNPD_subset_A_1762,O=C(O)c1c2N=C3C(N(C/C=C(/CCC=C(C)C)\C)c2ccc1)=CC1=C(c2ccccc2)C(=O)OC1=C3,UNPD-A,5,1,7.3537998,85.330002,492.57501,0.19354838,37,5,6,7,0,0,3,2,5,0,12,0,0,0,0,0,2,4,0,0.17073171,0,0
UNPD_subset_A_1763,O=C(O[C@]1[C@](O[C@]2[C@](OC(=O)C)[C@](OC(=O)C)[C@@](O)[C@](C)O2)[C@@](O)[C@](OCCc2cc(O)c(OC)cc2)O[C@@]1COC(=O)C)C=Cc1cc(OC)c(O)cc1,UNPD-A,18,4,1.3025,241.5,778.75702,0.51351351,55,4,18,15,0,2,2,0,2,0,12,0,0,0,0,0,0,18,0,0.3275862,10,0
UNPD_subset_A_1764,O=C(OC[C@@]1(C)C[C@]2[C@@]3(C)[C@@](C)(C=4C([C@]5(C)[C@](C(C)(C)[C@](OC(=O)c6ccccc6)CC5)CC=4)=CC3)CC[C@@]2(C)CC1)c1ccccc1,UNPD-A,4,0,10.7908,52.599998,648.92798,0.59090906,48,7,4,5,5,0,2,0,2,0,12,0,0,0,0,0,0,4,0,0.12962963,8,0
UNPD_subset_A_1765,O=C(OC)/C=C/c1cc2c(occ2)cc1,UNPD-A,3,0,2.619,39.439999,202.209,0.083333336,15,2,3,2,0,0,1,1,2,0,9,0,0,0,0,0,0,3,0,0.1875,0,0
UNPD_subset_A_1766,O=C1C(O)C2[C@]34N(CC[C@](O)[C@@]3C1C[C@@](C)C4)CCC2,UNPD-A,4,2,0.80769998,60.77,279.38,0.9375,20,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0.0,7,0
